Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
me7562057,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3257,3267,107,107,msg.sender,tx.origin,untested,0
mf4bfe237,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3315,3325,108,108,msg.sender,tx.origin,untested,0
m4cb0dc97,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3378,3388,109,109,msg.sender,tx.origin,untested,0
mc3f8a1b1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3471,3481,111,111,msg.sender,tx.origin,untested,0
m0b5b7c43,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3529,3539,112,112,msg.sender,tx.origin,untested,0
m16e90a6c,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3592,3602,113,113,msg.sender,tx.origin,untested,0
m282225fa,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3685,3695,115,115,msg.sender,tx.origin,untested,0
m25859317,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3743,3753,116,116,msg.sender,tx.origin,untested,0
m8af3f0b1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3801,3811,117,117,msg.sender,tx.origin,untested,0
mdf607080,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,3864,3874,118,118,msg.sender,tx.origin,untested,0
m306b18f9,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,4325,4335,134,134,msg.sender,tx.origin,untested,0
m983bc5fe,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,4410,4420,136,136,msg.sender,tx.origin,untested,0
m49b3037f,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,TOR,4483,4493,137,137,msg.sender,tx.origin,untested,0
ma093b55e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VUR,1506,1515,49,49,1 minutes,1 seconds,untested,0
mf21acf9d,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VUR,1506,1515,49,49,1 minutes,1 hours,untested,0
m789e0fb1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VUR,1506,1515,49,49,1 minutes,1 days,untested,0
m00563d27,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VUR,1506,1515,49,49,1 minutes,1 weeks,untested,0
mc9b6bfba,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,271,299,9,9,address public forgeContract,address internal forgeContract,untested,0
m55d2f6d1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,271,299,9,9,address public forgeContract,address private forgeContract,untested,0
md8d6f55f,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,305,340,10,10,uint256 public constant TOKEN_0 = 0,uint256 internal constant TOKEN_0 = 0,untested,0
m3c5e8f0c,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,305,340,10,10,uint256 public constant TOKEN_0 = 0,uint256 private constant TOKEN_0 = 0,untested,0
mb55d7f61,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,346,381,11,11,uint256 public constant TOKEN_1 = 1,uint256 internal constant TOKEN_1 = 1,untested,0
mfacb648e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,346,381,11,11,uint256 public constant TOKEN_1 = 1,uint256 private constant TOKEN_1 = 1,untested,0
m477cb3e1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,387,422,12,12,uint256 public constant TOKEN_2 = 2,uint256 internal constant TOKEN_2 = 2,untested,0
m0c8aee41,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,387,422,12,12,uint256 public constant TOKEN_2 = 2,uint256 private constant TOKEN_2 = 2,untested,0
m00f134da,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,428,463,13,13,uint256 public constant TOKEN_3 = 3,uint256 internal constant TOKEN_3 = 3,untested,0
m7c7129eb,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,428,463,13,13,uint256 public constant TOKEN_3 = 3,uint256 private constant TOKEN_3 = 3,untested,0
m8b9aeba3,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,469,504,14,14,uint256 public constant TOKEN_4 = 4,uint256 internal constant TOKEN_4 = 4,untested,0
m0cb6ea63,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,469,504,14,14,uint256 public constant TOKEN_4 = 4,uint256 private constant TOKEN_4 = 4,untested,0
mb2601237,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,510,545,15,15,uint256 public constant TOKEN_5 = 5,uint256 internal constant TOKEN_5 = 5,untested,0
m9fdc4ec9,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,510,545,15,15,uint256 public constant TOKEN_5 = 5,uint256 private constant TOKEN_5 = 5,untested,0
m28a55f26,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,551,586,16,16,uint256 public constant TOKEN_6 = 6,uint256 internal constant TOKEN_6 = 6,untested,0
m2cab71f8,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,551,586,16,16,uint256 public constant TOKEN_6 = 6,uint256 private constant TOKEN_6 = 6,untested,0
mf91f186b,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,593,625,18,18,uint256 public lastMintTimestamp,uint256 internal lastMintTimestamp,untested,0
m8b51eb55,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,593,625,18,18,uint256 public lastMintTimestamp,uint256 private lastMintTimestamp,untested,0
m50e541ff,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2352,2381,84,84,NFTContract public nftAddress,NFTContract internal nftAddress,untested,0
mc29dd2bd,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2352,2381,84,84,NFTContract public nftAddress,NFTContract private nftAddress,untested,0
m87f029cb,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2387,2422,85,85,uint256 public constant TOKEN_0 = 0,uint256 internal constant TOKEN_0 = 0,untested,0
mcfff03a3,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2387,2422,85,85,uint256 public constant TOKEN_0 = 0,uint256 private constant TOKEN_0 = 0,untested,0
m9ec871b5,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2428,2463,86,86,uint256 public constant TOKEN_1 = 1,uint256 internal constant TOKEN_1 = 1,untested,0
mcfce2ef6,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2428,2463,86,86,uint256 public constant TOKEN_1 = 1,uint256 private constant TOKEN_1 = 1,untested,0
m8ddbac94,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2469,2504,87,87,uint256 public constant TOKEN_2 = 2,uint256 internal constant TOKEN_2 = 2,untested,0
mc43bde2a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2469,2504,87,87,uint256 public constant TOKEN_2 = 2,uint256 private constant TOKEN_2 = 2,untested,0
m504747aa,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2510,2545,88,88,uint256 public constant TOKEN_3 = 3,uint256 internal constant TOKEN_3 = 3,untested,0
m2bf0f914,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2510,2545,88,88,uint256 public constant TOKEN_3 = 3,uint256 private constant TOKEN_3 = 3,untested,0
mc5fe31d6,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2551,2586,89,89,uint256 public constant TOKEN_4 = 4,uint256 internal constant TOKEN_4 = 4,untested,0
m008ad53c,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2551,2586,89,89,uint256 public constant TOKEN_4 = 4,uint256 private constant TOKEN_4 = 4,untested,0
mbd693e09,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2592,2627,90,90,uint256 public constant TOKEN_5 = 5,uint256 internal constant TOKEN_5 = 5,untested,0
m847e7bbd,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2592,2627,90,90,uint256 public constant TOKEN_5 = 5,uint256 private constant TOKEN_5 = 5,untested,0
m53c81bf0,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2633,2668,91,91,uint256 public constant TOKEN_6 = 6,uint256 internal constant TOKEN_6 = 6,untested,0
mdad412f0,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,VVR,2633,2668,91,91,uint256 public constant TOKEN_6 = 6,uint256 private constant TOKEN_6 = 6,untested,0
m111b60c4,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,493,496,15,15," > "," >=  ",untested,0
m5ec07ca7,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,493,496,15,15," > "," <=  ",untested,0
me06b827f,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,493,496,15,15," > "," < ",untested,0
m25f263b1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,493,496,15,15," > "," != ",untested,0
m9b6a35a9,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,493,496,15,15," > "," == ",untested,0
m39a23344,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,586,589,16,16," / "," + ",untested,0
mcd5ce5ed,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,586,589,16,16," / "," - ",untested,0
mfe1be87a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,586,589,16,16," / "," * ",untested,0
m10015df8,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,586,589,16,16," / "," ** ",untested,0
mc5805601,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,586,589,16,16," / "," % ",untested,0
ma8ee6840,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,572,575,16,16," * "," + ",untested,0
m73c7c29e,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,572,575,16,16," * "," - ",untested,0
m7e6917a1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,572,575,16,16," * "," / ",untested,0
mb05d9c4d,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,572,575,16,16," * "," ** ",untested,0
mef86d815,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,572,575,16,16," * "," % ",untested,0
m00b764b9,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,746,750,21,21," <= ","  < ",untested,0
m087341bc,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,746,750,21,21," <= ","  > ",untested,0
mc6ddfed8,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,746,750,21,21," <= "," >= ",untested,0
m5d8def10,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,746,750,21,21," <= "," != ",untested,0
m040e7d6c,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,746,750,21,21," <= "," == ",untested,0
me70ea4e2,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,978,982,27,27," <= ","  < ",untested,0
m179a76bc,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,978,982,27,27," <= ","  > ",untested,0
m793eda76,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,978,982,27,27," <= "," >= ",untested,0
m640d505a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,978,982,27,27," <= "," != ",untested,0
m9650972c,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,978,982,27,27," <= "," == ",untested,0
mb367f4bd,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1088,1091,28,28," / "," + ",untested,0
me0089524,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1088,1091,28,28," / "," - ",untested,0
m87d746d1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1088,1091,28,28," / "," * ",untested,0
md2c0ef96,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1088,1091,28,28," / "," ** ",untested,0
m828685fd,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1088,1091,28,28," / "," % ",untested,0
me64ec64f,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1075,1078,28,28," * "," + ",untested,0
mca5b3269,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1075,1078,28,28," * "," - ",untested,0
m9de79e9a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1075,1078,28,28," * "," / ",untested,0
m33c320ae,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1075,1078,28,28," * "," ** ",untested,0
mae3bf2c3,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1075,1078,28,28," * "," % ",untested,0
m94d38b7c,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1154,1158,30,30," >= ","  > ",untested,0
m6be7c615,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1154,1158,30,30," >= ","  < ",untested,0
m54097db1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1154,1158,30,30," >= "," <= ",untested,0
mb4036de6,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1154,1158,30,30," >= "," != ",untested,0
m4145c31e,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,BOR,1154,1158,30,30," >= "," == ",untested,0
m95b1a968,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,CCD,305,424,10,12,"constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) {}",,untested,0
mae479a5d,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,EHC,476,530,15,15,"require(msg.value > 0, ""You need to send some ether"");","/* require(msg.value > 0, ""You need to send some ether""); */",untested,0
m680fa2c5,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,EHC,732,797,21,21,"require(amount <= address(this).balance, ""Insufficient balance"");","/* require(amount <= address(this).balance, ""Insufficient balance""); */",untested,0
m8c665ae1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,EHC,865,901,23,23,"require(success, ""Transfer failed"");","/* require(success, ""Transfer failed""); */",untested,0
ma0cc5afb,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,EHC,964,1035,27,27,"require(amount <= balanceOf(msg.sender), ""Insufficient token balance"");","/* require(amount <= balanceOf(msg.sender), ""Insufficient token balance""); */",untested,0
m3c719929,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,EHC,1112,1226,29,32,"require(            address(this).balance >= refundAmount,            ""Insufficient contract balance""        );","/* require(            address(this).balance >= refundAmount,            ""Insufficient contract balance""        ); */",untested,0
ma675cdd8,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ETR,825,855,22,22,"target.call{value: amount}("""")","target.delegatecall("""")",untested,0
m3f568ccb,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ETR,825,855,22,22,"target.call{value: amount}("""")","target.staticcall("""")",untested,0
mbad26028,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ETR,1273,1301,35,35,payable(msg.sender).transfer,payable(msg.sender).send,untested,0
mc8f0ed77,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ETR,1273,1315,35,35,payable(msg.sender).transfer,"payable(msg.sender).call{value: refundAmount}("""")",untested,0
m5552b497,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,430,466,14,14,"function buyTokens() public payable ","function buyTokens() external payable ",untested,0
m089e3d66,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,650,722,20,20,"function withdrawEther(uint256 amount, address target) public onlyOwner ","function withdrawEther(uint256 amount, address target) external onlyOwner ",untested,0
ma041b25f,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,650,722,20,20,"function withdrawEther(uint256 amount, address target) public onlyOwner ","function withdrawEther(uint256 amount, address target) internal onlyOwner ",untested,0
m9bc7db06,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,650,722,20,20,"function withdrawEther(uint256 amount, address target) public onlyOwner ","function withdrawEther(uint256 amount, address target) private onlyOwner ",untested,0
m375697ef,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,913,954,26,26,"function sellBack(uint256 amount) public ","function sellBack(uint256 amount) external ",untested,0
m39456e26,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,913,954,26,26,"function sellBack(uint256 amount) public ","function sellBack(uint256 amount) internal ",untested,0
m202e5660,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,FVR,913,954,26,26,"function sellBack(uint256 amount) public ","function sellBack(uint256 amount) private ",untested,0
mcda1bd6c,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,GVR,484,493,15,15,msg.value,tx.gasprice,untested,0
m39ad85e5,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,GVR,563,572,16,16,msg.value,tx.gasprice,untested,0
mc6c02f84,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,285,298,8,8,1000000 ether,999999 ether,untested,0
m7a4b47cf,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,285,298,8,8,1000000 ether,1000001 ether,untested,0
m80cc958b,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,496,497,15,15,0,1,untested,0
m0e2934dd,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,575,585,16,16,1000 ether,999 ether,untested,0
ma51d37f6,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,575,585,16,16,1000 ether,1001 ether,untested,0
m1baf8c65,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,589,596,16,16,1 ether,0 ether,untested,0
md36ef87a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,589,596,16,16,1 ether,2 ether,untested,0
m71bc18da,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,1091,1101,28,28,1000 ether,999 ether,untested,0
mce7e8dad,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,ILR,1091,1101,28,28,1000 ether,1001 ether,untested,0
m655b4f66,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,PKD,430,466,14,14,"function buyTokens() public payable ","function buyTokens() public  ",untested,0
m737adf2a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOC,305,422,10,12,"constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) ","constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") Ownable(initialOwner) ERC20Capped(MAX_SUPPLY) ",untested,0
m5f8f39da,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOD,305,422,10,12,"constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) ","constructor(        address initialOwner    )  ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) ",untested,0
mc2dcb0b6,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOD,305,422,10,12,"constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) ","constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"")  Ownable(initialOwner) ",untested,0
m1fe1953c,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOD,305,422,10,12,"constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY) Ownable(initialOwner) ","constructor(        address initialOwner    ) ERC20(""XHACKS"", ""XHS"") ERC20Capped(MAX_SUPPLY)  ",untested,0
mf27b3a9f,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOD,650,722,20,20,"function withdrawEther(uint256 amount, address target) public onlyOwner ","function withdrawEther(uint256 amount, address target) public  ",untested,0
m07eddd24,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOI,430,466,14,14,"function buyTokens() public payable ","function buyTokens() public payable onlyOwner ",untested,0
ma07fc324,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,MOI,913,954,26,26,"function sellBack(uint256 amount) public ","function sellBack(uint256 amount) public onlyOwner ",untested,0
m64841468,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,SLR,359,367,12,12,"""XHACKS""","""""",untested,0
m170f9d45,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,SLR,369,374,12,12,"""XHS""","""""",untested,0
mf76681c1,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,TOR,612,622,17,17,msg.sender,tx.origin,untested,0
m00b0d049,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,TOR,992,1002,27,27,msg.sender,tx.origin,untested,0
m869d2078,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,TOR,1242,1252,34,34,msg.sender,tx.origin,untested,0
m6709f24f,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,TOR,1281,1291,35,35,msg.sender,tx.origin,untested,0
m0563a1b3,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VUR,285,298,8,8,1000000 ether,1000000 wei,untested,0
m1721f38a,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VUR,575,585,16,16,1000 ether,1000 wei,untested,0
m886d41e5,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VUR,589,596,16,16,1 ether,1 wei,untested,0
md986a313,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VUR,1078,1087,28,28,0.5 ether,0.5 wei,untested,0
mf0f6767d,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VUR,1091,1101,28,28,1000 ether,1000 wei,untested,0
maf54c1ca,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VVR,248,298,8,8,uint256 public constant MAX_SUPPLY = 1000000 ether,uint256 internal constant MAX_SUPPLY = 1000000 ether,untested,0
m734da2eb,/Users/harshsingh/metana-bootcamp/module-4/contracts/PartialRefund.sol,VVR,248,298,8,8,uint256 public constant MAX_SUPPLY = 1000000 ether,uint256 private constant MAX_SUPPLY = 1000000 ether,untested,0
